x,y,GuloGulo_PA1_allRun logistic values
43.5,37.000007823,0.021298079
43.5,4.000007823,0.0032663527
43.5,40.000007823,0.032460615
43.5,46.000007823,0.041128136
43.5,49.000007823,0.19099906
43.5,52.000007823,0.19384582
43.5,55.000007823,0.234609
43.5,58.000007823,0.3101795
43.5,7.000007823,0.002390301
43.5,70.000007823,0.023364546
46.5,-13.999992177,0.0039805216
46.5,-16.999992177,0.004070744
46.5,-19.999992177,0.0047097905
46.5,-25.999992177,0.0050044935
46.5,10.000007823,0.0034050932
46.5,16.000007823,0.0
46.5,22.000007823,0.0
46.5,28.000007823,0.01216593
46.5,4.000007823,0.0022177165
46.5,40.000007823,0.017748123
46.5,43.000007823,0.031123564
46.5,46.000007823,0.13585073
46.5,49.000007823,0.16658057
46.5,52.000007823,0.27331093
46.5,58.000007823,0.3607368
46.5,7.000007823,0.0024885586
46.5,82.000007823,0.13607965
49.5,-10.999992177,0.004050563
49.5,-13.999992177,0.0039695594
49.5,-22.999992177,0.005728737
49.5,13.000007823,0.0
49.5,19.000007823,0.0
49.5,25.000007823,0.0
49.5,31.000007823,0.013243929
49.5,34.000007823,0.014563796
49.5,37.000007823,0.016446197
49.5,43.000007823,0.070961766
49.5,46.000007823,0.034881435
49.5,49.000007823,0.27377447
49.5,7.000007823,0.0028689466
49.5,70.000007823,0.2186591
49.5,79.000007823,0.14234191
52.5,-4.999992177,0.0041266032
52.5,-7.999992177,0.0040811514
52.5,13.000007823,0.0
52.5,19.000007823,0.0
52.5,31.000007823,0.013672459
52.5,43.000007823,0.010332608
52.5,49.000007823,0.4078336
52.5,55.000007823,0.41010776
52.5,73.000007823,0.14615937
52.5,79.000007823,0.15251258
52.5,82.000007823,0.19650087
55.5,-19.999992177,0.006244923
55.5,16.000007823,0.0
55.5,22.000007823,0.0
55.5,31.000007823,0.0070636943
55.5,37.000007823,0.01321758
55.5,40.000007823,0.019556817
55.5,43.000007823,0.021700773
55.5,46.000007823,0.178057
55.5,52.000007823,0.50224423
55.5,70.000007823,0.24457964
58.5,19.000007823,0.0
58.5,22.000007823,0.0
58.5,25.000007823,0.0021642598
58.5,34.000007823,0.01307437
58.5,37.000007823,0.015227876
58.5,43.000007823,0.022703582
58.5,46.000007823,0.41216967
58.5,52.000007823,0.64364666
58.5,55.000007823,0.36516798
58.5,73.000007823,0.18764785
58.5,76.000007823,0.2470982
58.5,79.000007823,0.24477333
58.5,82.000007823,0.24532588
61.5,25.000007823,0.00391526
61.5,31.000007823,0.0
61.5,40.000007823,0.010848725
61.5,46.000007823,0.35485357
61.5,49.000007823,0.6979734
61.5,76.000007823,0.2523946
61.5,79.000007823,0.23881215
61.5,82.000007823,0.23486076
64.5,-19.999992177,0.005925602
64.5,25.000007823,0.0037606396
64.5,28.000007823,0.0031905056
64.5,31.000007823,0.0074389023
64.5,34.000007823,0.02551189
64.5,40.000007823,0.017750317
64.5,43.000007823,0.024446664
64.5,82.000007823,0.22769767
67.5,-49.999992177,0.00636264
67.5,25.000007823,0.007364789
67.5,31.000007823,0.013433459
67.5,37.000007823,0.014524899
67.5,46.000007823,0.11874521
67.5,76.000007823,0.22357602
7.5,-1.999992177,0.005025405
7.5,13.000007823,0.006368064
7.5,19.000007823,0.0
7.5,25.000007823,0.0
7.5,28.000007823,0.0
7.5,37.000007823,0.012200686
7.5,40.000007823,0.010999233
7.5,49.000007823,0.012524914
7.5,52.000007823,0.011787811
70.5,-49.999992177,0.0063767335
70.5,25.000007823,0.007922572
70.5,28.000007823,0.0057832217
70.5,34.000007823,0.01722344
73.5,-4.999992177,0.0031737823
73.5,1.000007823,0.00345068
73.5,10.000007823,0.004521803
73.5,19.000007823,0.0066123083
73.5,22.000007823,0.008270244
73.5,31.000007823,0.011305419
73.5,34.000007823,0.016033344
73.5,37.000007823,0.14722404
73.5,4.000007823,0.0037186656
73.5,40.000007823,0.07351656
73.5,43.000007823,0.044665154
73.5,46.000007823,0.18874143
73.5,7.000007823,0.0040114694
76.5,10.000007823,0.004589089
76.5,13.000007823,0.0056188423
76.5,19.000007823,0.008114055
76.5,22.000007823,0.009401448
76.5,28.000007823,0.013030946
76.5,37.000007823,0.0
76.5,43.000007823,0.060668457
76.5,46.000007823,0.18848234
79.5,10.000007823,0.005330159
79.5,13.000007823,0.0065350938
79.5,16.000007823,0.007647183
79.5,25.000007823,0.012463791
79.5,34.000007823,0.0
79.5,43.000007823,0.059539843
79.5,46.000007823,0.08032452
82.5,10.000007823,0.0044407616
82.5,19.000007823,0.008602851
82.5,25.000007823,0.012368524
82.5,28.000007823,0.010304233
82.5,31.000007823,0.019305201
82.5,34.000007823,0.01193137
82.5,43.000007823,0.07230789
82.5,7.000007823,0.003601957
85.5,19.000007823,0.007878503
85.5,22.000007823,0.009869589
85.5,25.000007823,0.010919056
85.5,28.000007823,0.00957795
85.5,31.000007823,0.026369154
85.5,40.000007823,0.0
85.5,76.000007823,0.34429392
88.5,34.000007823,0.035151795
91.5,13.000007823,0.0048229313
91.5,28.000007823,0.010247779
91.5,31.000007823,0.029934568
91.5,34.000007823,0.034600254
91.5,37.000007823,0.012208772
91.5,40.000007823,0.0
91.5,82.000007823,0.19302553
94.5,13.000007823,0.005080182
94.5,16.000007823,0.006137087
94.5,19.000007823,0.0074179377
94.5,22.000007823,0.008034541
94.5,28.000007823,0.009319572
94.5,31.000007823,0.020995326
94.5,34.000007823,0.046484794
94.5,37.000007823,0.0
94.5,4.000007823,0.003007975
94.5,40.000007823,0.0
94.5,7.000007823,0.004277859
94.5,82.000007823,0.31783944
97.5,1.000007823,0.0018379805
97.5,19.000007823,0.007047632
97.5,25.000007823,0.008215984
97.5,31.000007823,0.019162852
97.5,37.000007823,0.04228814
97.5,4.000007823,0.0020885763
97.5,43.000007823,0.0
97.5,79.000007823,0.33656016
